,domain_desc,reference_period_desc,util_practice_desc,class_desc,asd_desc,week_ending,country_code,unit_desc,CV (%),domaincat_desc,region_desc,zip_5,asd_code,begin_code,group_desc,county_ansi,state_name,country_name,county_name,commodity_desc,load_time,source_desc,watershed_desc,statisticcat_desc,freq_desc,end_code,county_code,state_fips_code,short_desc,year,state_alpha,congr_district_code,sector_desc,prodn_practice_desc,Value,agg_level_desc,watershed_code,location_desc,state_ansi
653,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARIZONA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,AREA HARVESTED,ANNUAL,00,,04,"CORN, GRAIN - ACRES HARVESTED",1974,AZ,,CROPS,ALL PRODUCTION PRACTICES,"10,000",STATE,00000000,ARIZONA,04
654,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARIZONA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,AREA HARVESTED,ANNUAL,00,,04,"CORN, GRAIN - ACRES HARVESTED",1973,AZ,,CROPS,ALL PRODUCTION PRACTICES,"9,000",STATE,00000000,ARIZONA,04
655,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARIZONA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,AREA HARVESTED,ANNUAL,00,,04,"CORN, GRAIN - ACRES HARVESTED",1972,AZ,,CROPS,ALL PRODUCTION PRACTICES,"15,000",STATE,00000000,ARIZONA,04
656,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARIZONA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,AREA HARVESTED,ANNUAL,00,,04,"CORN, GRAIN - ACRES HARVESTED",1971,AZ,,CROPS,ALL PRODUCTION PRACTICES,"16,000",STATE,00000000,ARIZONA,04
657,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARIZONA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,AREA HARVESTED,ANNUAL,00,,04,"CORN, GRAIN - ACRES HARVESTED",1970,AZ,,CROPS,ALL PRODUCTION PRACTICES,"15,000",STATE,00000000,ARIZONA,04
658,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARIZONA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,AREA HARVESTED,ANNUAL,00,,04,"CORN, GRAIN - ACRES HARVESTED",1969,AZ,,CROPS,ALL PRODUCTION PRACTICES,"20,000",STATE,00000000,ARIZONA,04
659,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARIZONA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,AREA HARVESTED,ANNUAL,00,,04,"CORN, GRAIN - ACRES HARVESTED",1968,AZ,,CROPS,ALL PRODUCTION PRACTICES,"17,000",STATE,00000000,ARIZONA,04
660,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARIZONA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,AREA HARVESTED,ANNUAL,00,,04,"CORN, GRAIN - ACRES HARVESTED",1967,AZ,,CROPS,ALL PRODUCTION PRACTICES,"21,000",STATE,00000000,ARIZONA,04
661,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARIZONA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,AREA HARVESTED,ANNUAL,00,,04,"CORN, GRAIN - ACRES HARVESTED",1966,AZ,,CROPS,ALL PRODUCTION PRACTICES,"19,000",STATE,00000000,ARIZONA,04
662,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARIZONA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,AREA HARVESTED,ANNUAL,00,,04,"CORN, GRAIN - ACRES HARVESTED",1965,AZ,,CROPS,ALL PRODUCTION PRACTICES,"20,000",STATE,00000000,ARIZONA,04
663,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARIZONA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,AREA HARVESTED,ANNUAL,00,,04,"CORN, GRAIN - ACRES HARVESTED",1964,AZ,,CROPS,ALL PRODUCTION PRACTICES,"21,000",STATE,00000000,ARIZONA,04
664,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARIZONA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,AREA HARVESTED,ANNUAL,00,,04,"CORN, GRAIN - ACRES HARVESTED",1963,AZ,,CROPS,ALL PRODUCTION PRACTICES,"18,000",STATE,00000000,ARIZONA,04
665,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARIZONA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,AREA HARVESTED,ANNUAL,00,,04,"CORN, GRAIN - ACRES HARVESTED",1962,AZ,,CROPS,ALL PRODUCTION PRACTICES,"17,000",STATE,00000000,ARIZONA,04
666,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARIZONA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,AREA HARVESTED,ANNUAL,00,,04,"CORN, GRAIN - ACRES HARVESTED",1961,AZ,,CROPS,ALL PRODUCTION PRACTICES,"21,000",STATE,00000000,ARIZONA,04
667,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARIZONA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,AREA HARVESTED,ANNUAL,00,,04,"CORN, GRAIN - ACRES HARVESTED",1960,AZ,,CROPS,ALL PRODUCTION PRACTICES,"21,000",STATE,00000000,ARIZONA,04
668,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARIZONA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,AREA HARVESTED,ANNUAL,00,,04,"CORN, GRAIN - ACRES HARVESTED",1959,AZ,,CROPS,ALL PRODUCTION PRACTICES,"22,000",STATE,00000000,ARIZONA,04
669,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARIZONA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,AREA HARVESTED,ANNUAL,00,,04,"CORN, GRAIN - ACRES HARVESTED",1958,AZ,,CROPS,ALL PRODUCTION PRACTICES,"24,000",STATE,00000000,ARIZONA,04
670,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARIZONA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,AREA HARVESTED,ANNUAL,00,,04,"CORN, GRAIN - ACRES HARVESTED",1957,AZ,,CROPS,ALL PRODUCTION PRACTICES,"28,000",STATE,00000000,ARIZONA,04
671,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARIZONA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,AREA HARVESTED,ANNUAL,00,,04,"CORN, GRAIN - ACRES HARVESTED",1956,AZ,,CROPS,ALL PRODUCTION PRACTICES,"35,000",STATE,00000000,ARIZONA,04
672,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARIZONA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,AREA HARVESTED,ANNUAL,00,,04,"CORN, GRAIN - ACRES HARVESTED",1955,AZ,,CROPS,ALL PRODUCTION PRACTICES,"40,000",STATE,00000000,ARIZONA,04
673,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARIZONA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,AREA HARVESTED,ANNUAL,00,,04,"CORN, GRAIN - ACRES HARVESTED",1954,AZ,,CROPS,ALL PRODUCTION PRACTICES,"28,000",STATE,00000000,ARIZONA,04
674,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARIZONA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,AREA HARVESTED,ANNUAL,00,,04,"CORN, GRAIN - ACRES HARVESTED",1953,AZ,,CROPS,ALL PRODUCTION PRACTICES,"27,000",STATE,00000000,ARIZONA,04
675,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARIZONA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,AREA HARVESTED,ANNUAL,00,,04,"CORN, GRAIN - ACRES HARVESTED",1952,AZ,,CROPS,ALL PRODUCTION PRACTICES,"28,000",STATE,00000000,ARIZONA,04
676,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARIZONA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,AREA HARVESTED,ANNUAL,00,,04,"CORN, GRAIN - ACRES HARVESTED",1951,AZ,,CROPS,ALL PRODUCTION PRACTICES,"25,000",STATE,00000000,ARIZONA,04
677,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARIZONA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,AREA HARVESTED,ANNUAL,00,,04,"CORN, GRAIN - ACRES HARVESTED",1950,AZ,,CROPS,ALL PRODUCTION PRACTICES,"25,000",STATE,00000000,ARIZONA,04
678,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARKANSAS,UNITED STATES,,CORN,2021-02-25 15:10:17,SURVEY,,AREA HARVESTED,ANNUAL,00,,05,"CORN, GRAIN - ACRES HARVESTED",2019,AR,,CROPS,ALL PRODUCTION PRACTICES,"735,000",STATE,00000000,ARKANSAS,05
679,TOTAL,YEAR - AUG FORECAST,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARKANSAS,UNITED STATES,,CORN,2019-08-12 12:01:08,SURVEY,,AREA HARVESTED,ANNUAL,00,,05,"CORN, GRAIN - ACRES HARVESTED",2019,AR,,CROPS,ALL PRODUCTION PRACTICES,"750,000",STATE,00000000,ARKANSAS,05
680,TOTAL,YEAR - JUN ACREAGE,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARKANSAS,UNITED STATES,,CORN,2019-06-28 12:03:02,SURVEY,,AREA HARVESTED,ANNUAL,00,,05,"CORN, GRAIN - ACRES HARVESTED",2019,AR,,CROPS,ALL PRODUCTION PRACTICES,"780,000",STATE,00000000,ARKANSAS,05
681,TOTAL,YEAR - NOV FORECAST,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARKANSAS,UNITED STATES,,CORN,2019-11-08 12:00:46,SURVEY,,AREA HARVESTED,ANNUAL,00,,05,"CORN, GRAIN - ACRES HARVESTED",2019,AR,,CROPS,ALL PRODUCTION PRACTICES,"740,000",STATE,00000000,ARKANSAS,05
682,TOTAL,YEAR - OCT FORECAST,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARKANSAS,UNITED STATES,,CORN,2019-10-10 12:03:54,SURVEY,,AREA HARVESTED,ANNUAL,00,,05,"CORN, GRAIN - ACRES HARVESTED",2019,AR,,CROPS,ALL PRODUCTION PRACTICES,"740,000",STATE,00000000,ARKANSAS,05
683,TOTAL,YEAR - SEP FORECAST,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARKANSAS,UNITED STATES,,CORN,2019-09-12 12:01:19,SURVEY,,AREA HARVESTED,ANNUAL,00,,05,"CORN, GRAIN - ACRES HARVESTED",2019,AR,,CROPS,ALL PRODUCTION PRACTICES,"750,000",STATE,00000000,ARKANSAS,05
684,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARKANSAS,UNITED STATES,,CORN,2020-01-10 12:00:41,SURVEY,,AREA HARVESTED,ANNUAL,00,,05,"CORN, GRAIN - ACRES HARVESTED",2018,AR,,CROPS,ALL PRODUCTION PRACTICES,"645,000",STATE,00000000,ARKANSAS,05
685,TOTAL,YEAR - AUG FORECAST,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARKANSAS,UNITED STATES,,CORN,2018-08-10 12:01:40,SURVEY,,AREA HARVESTED,ANNUAL,00,,05,"CORN, GRAIN - ACRES HARVESTED",2018,AR,,CROPS,ALL PRODUCTION PRACTICES,"640,000",STATE,00000000,ARKANSAS,05
686,TOTAL,YEAR - JUN ACREAGE,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARKANSAS,UNITED STATES,,CORN,2018-06-29 12:07:05,SURVEY,,AREA HARVESTED,ANNUAL,00,,05,"CORN, GRAIN - ACRES HARVESTED",2018,AR,,CROPS,ALL PRODUCTION PRACTICES,"640,000",STATE,00000000,ARKANSAS,05
687,TOTAL,YEAR - NOV FORECAST,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARKANSAS,UNITED STATES,,CORN,2018-11-08 12:01:20,SURVEY,,AREA HARVESTED,ANNUAL,00,,05,"CORN, GRAIN - ACRES HARVESTED",2018,AR,,CROPS,ALL PRODUCTION PRACTICES,"650,000",STATE,00000000,ARKANSAS,05
688,TOTAL,YEAR - OCT FORECAST,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARKANSAS,UNITED STATES,,CORN,2018-10-11 12:02:09,SURVEY,,AREA HARVESTED,ANNUAL,00,,05,"CORN, GRAIN - ACRES HARVESTED",2018,AR,,CROPS,ALL PRODUCTION PRACTICES,"650,000",STATE,00000000,ARKANSAS,05
689,TOTAL,YEAR - SEP FORECAST,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARKANSAS,UNITED STATES,,CORN,2018-09-12 12:02:09,SURVEY,,AREA HARVESTED,ANNUAL,00,,05,"CORN, GRAIN - ACRES HARVESTED",2018,AR,,CROPS,ALL PRODUCTION PRACTICES,"640,000",STATE,00000000,ARKANSAS,05
690,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARKANSAS,UNITED STATES,,CORN,2019-02-06 15:00:06,SURVEY,,AREA HARVESTED,ANNUAL,00,,05,"CORN, GRAIN - ACRES HARVESTED",2017,AR,,CROPS,ALL PRODUCTION PRACTICES,"595,000",STATE,00000000,ARKANSAS,05
691,TOTAL,YEAR - AUG FORECAST,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARKANSAS,UNITED STATES,,CORN,2017-08-10 12:08:28,SURVEY,,AREA HARVESTED,ANNUAL,00,,05,"CORN, GRAIN - ACRES HARVESTED",2017,AR,,CROPS,ALL PRODUCTION PRACTICES,"665,000",STATE,00000000,ARKANSAS,05
692,TOTAL,YEAR - JUN ACREAGE,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARKANSAS,UNITED STATES,,CORN,2017-06-30 12:02:44,SURVEY,,AREA HARVESTED,ANNUAL,00,,05,"CORN, GRAIN - ACRES HARVESTED",2017,AR,,CROPS,ALL PRODUCTION PRACTICES,"665,000",STATE,00000000,ARKANSAS,05
693,TOTAL,YEAR - NOV FORECAST,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARKANSAS,UNITED STATES,,CORN,2017-11-09 12:02:08,SURVEY,,AREA HARVESTED,ANNUAL,00,,05,"CORN, GRAIN - ACRES HARVESTED",2017,AR,,CROPS,ALL PRODUCTION PRACTICES,"595,000",STATE,00000000,ARKANSAS,05
694,TOTAL,YEAR - OCT FORECAST,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARKANSAS,UNITED STATES,,CORN,2017-10-12 12:04:13,SURVEY,,AREA HARVESTED,ANNUAL,00,,05,"CORN, GRAIN - ACRES HARVESTED",2017,AR,,CROPS,ALL PRODUCTION PRACTICES,"595,000",STATE,00000000,ARKANSAS,05
695,TOTAL,YEAR - SEP FORECAST,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARKANSAS,UNITED STATES,,CORN,2017-09-12 12:01:44,SURVEY,,AREA HARVESTED,ANNUAL,00,,05,"CORN, GRAIN - ACRES HARVESTED",2017,AR,,CROPS,ALL PRODUCTION PRACTICES,"665,000",STATE,00000000,ARKANSAS,05
696,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARKANSAS,UNITED STATES,,CORN,2019-02-06 15:00:06,SURVEY,,AREA HARVESTED,ANNUAL,00,,05,"CORN, GRAIN - ACRES HARVESTED",2016,AR,,CROPS,ALL PRODUCTION PRACTICES,"745,000",STATE,00000000,ARKANSAS,05
697,TOTAL,YEAR - AUG FORECAST,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARKANSAS,UNITED STATES,,CORN,2016-08-12 12:00:00,SURVEY,,AREA HARVESTED,ANNUAL,00,,05,"CORN, GRAIN - ACRES HARVESTED",2016,AR,,CROPS,ALL PRODUCTION PRACTICES,"735,000",STATE,00000000,ARKANSAS,05
698,TOTAL,YEAR - JUN ACREAGE,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARKANSAS,UNITED STATES,,CORN,2016-06-30 12:00:00,SURVEY,,AREA HARVESTED,ANNUAL,00,,05,"CORN, GRAIN - ACRES HARVESTED",2016,AR,,CROPS,ALL PRODUCTION PRACTICES,"735,000",STATE,00000000,ARKANSAS,05
699,TOTAL,YEAR - NOV FORECAST,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARKANSAS,UNITED STATES,,CORN,2016-11-09 13:11:41,SURVEY,,AREA HARVESTED,ANNUAL,00,,05,"CORN, GRAIN - ACRES HARVESTED",2016,AR,,CROPS,ALL PRODUCTION PRACTICES,"745,000",STATE,00000000,ARKANSAS,05
700,TOTAL,YEAR - OCT FORECAST,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARKANSAS,UNITED STATES,,CORN,2016-10-12 12:00:00,SURVEY,,AREA HARVESTED,ANNUAL,00,,05,"CORN, GRAIN - ACRES HARVESTED",2016,AR,,CROPS,ALL PRODUCTION PRACTICES,"745,000",STATE,00000000,ARKANSAS,05
701,TOTAL,YEAR - SEP FORECAST,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARKANSAS,UNITED STATES,,CORN,2016-09-12 12:00:00,SURVEY,,AREA HARVESTED,ANNUAL,00,,05,"CORN, GRAIN - ACRES HARVESTED",2016,AR,,CROPS,ALL PRODUCTION PRACTICES,"735,000",STATE,00000000,ARKANSAS,05
702,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARKANSAS,UNITED STATES,,CORN,2019-02-06 15:00:06,SURVEY,,AREA HARVESTED,ANNUAL,00,,05,"CORN, GRAIN - ACRES HARVESTED",2015,AR,,CROPS,ALL PRODUCTION PRACTICES,"445,000",STATE,00000000,ARKANSAS,05
703,TOTAL,YEAR - AUG FORECAST,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARKANSAS,UNITED STATES,,CORN,2015-08-12 12:00:00,SURVEY,,AREA HARVESTED,ANNUAL,00,,05,"CORN, GRAIN - ACRES HARVESTED",2015,AR,,CROPS,ALL PRODUCTION PRACTICES,"470,000",STATE,00000000,ARKANSAS,05
704,TOTAL,YEAR - JUN ACREAGE,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARKANSAS,UNITED STATES,,CORN,2015-06-30 12:00:00,SURVEY,,AREA HARVESTED,ANNUAL,00,,05,"CORN, GRAIN - ACRES HARVESTED",2015,AR,,CROPS,ALL PRODUCTION PRACTICES,"470,000",STATE,00000000,ARKANSAS,05
705,TOTAL,YEAR - NOV FORECAST,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARKANSAS,UNITED STATES,,CORN,2015-11-10 12:00:00,SURVEY,,AREA HARVESTED,ANNUAL,00,,05,"CORN, GRAIN - ACRES HARVESTED",2015,AR,,CROPS,ALL PRODUCTION PRACTICES,"435,000",STATE,00000000,ARKANSAS,05
706,TOTAL,YEAR - OCT FORECAST,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARKANSAS,UNITED STATES,,CORN,2015-10-09 12:00:00,SURVEY,,AREA HARVESTED,ANNUAL,00,,05,"CORN, GRAIN - ACRES HARVESTED",2015,AR,,CROPS,ALL PRODUCTION PRACTICES,"435,000",STATE,00000000,ARKANSAS,05
707,TOTAL,YEAR - SEP FORECAST,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARKANSAS,UNITED STATES,,CORN,2015-09-11 12:00:00,SURVEY,,AREA HARVESTED,ANNUAL,00,,05,"CORN, GRAIN - ACRES HARVESTED",2015,AR,,CROPS,ALL PRODUCTION PRACTICES,"470,000",STATE,00000000,ARKANSAS,05
708,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARKANSAS,UNITED STATES,,CORN,2019-02-06 15:00:06,SURVEY,,AREA HARVESTED,ANNUAL,00,,05,"CORN, GRAIN - ACRES HARVESTED",2014,AR,,CROPS,ALL PRODUCTION PRACTICES,"530,000",STATE,00000000,ARKANSAS,05
709,TOTAL,YEAR - AUG FORECAST,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARKANSAS,UNITED STATES,,CORN,2014-08-12 12:00:16,SURVEY,,AREA HARVESTED,ANNUAL,00,,05,"CORN, GRAIN - ACRES HARVESTED",2014,AR,,CROPS,ALL PRODUCTION PRACTICES,"570,000",STATE,00000000,ARKANSAS,05
710,TOTAL,YEAR - JUN ACREAGE,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARKANSAS,UNITED STATES,,CORN,2014-06-30 12:24:30,SURVEY,,AREA HARVESTED,ANNUAL,00,,05,"CORN, GRAIN - ACRES HARVESTED",2014,AR,,CROPS,ALL PRODUCTION PRACTICES,"570,000",STATE,00000000,ARKANSAS,05
711,TOTAL,YEAR - NOV FORECAST,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARKANSAS,UNITED STATES,,CORN,2014-11-10 12:04:43,SURVEY,,AREA HARVESTED,ANNUAL,00,,05,"CORN, GRAIN - ACRES HARVESTED",2014,AR,,CROPS,ALL PRODUCTION PRACTICES,"550,000",STATE,00000000,ARKANSAS,05
712,TOTAL,YEAR - OCT FORECAST,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARKANSAS,UNITED STATES,,CORN,2014-10-10 12:10:23,SURVEY,,AREA HARVESTED,ANNUAL,00,,05,"CORN, GRAIN - ACRES HARVESTED",2014,AR,,CROPS,ALL PRODUCTION PRACTICES,"550,000",STATE,00000000,ARKANSAS,05
713,TOTAL,YEAR - SEP FORECAST,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARKANSAS,UNITED STATES,,CORN,2014-09-11 12:00:26,SURVEY,,AREA HARVESTED,ANNUAL,00,,05,"CORN, GRAIN - ACRES HARVESTED",2014,AR,,CROPS,ALL PRODUCTION PRACTICES,"570,000",STATE,00000000,ARKANSAS,05
714,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARKANSAS,UNITED STATES,,CORN,2019-02-06 15:00:06,SURVEY,,AREA HARVESTED,ANNUAL,00,,05,"CORN, GRAIN - ACRES HARVESTED",2013,AR,,CROPS,ALL PRODUCTION PRACTICES,"870,000",STATE,00000000,ARKANSAS,05
715,TOTAL,YEAR - AUG FORECAST,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARKANSAS,UNITED STATES,,CORN,2013-08-12 12:25:57,SURVEY,,AREA HARVESTED,ANNUAL,00,,05,"CORN, GRAIN - ACRES HARVESTED",2013,AR,,CROPS,ALL PRODUCTION PRACTICES,"970,000",STATE,00000000,ARKANSAS,05
716,TOTAL,YEAR - NOV FORECAST,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARKANSAS,UNITED STATES,,CORN,2013-11-08 14:14:29,SURVEY,,AREA HARVESTED,ANNUAL,00,,05,"CORN, GRAIN - ACRES HARVESTED",2013,AR,,CROPS,ALL PRODUCTION PRACTICES,"855,000",STATE,00000000,ARKANSAS,05
717,TOTAL,YEAR - SEP FORECAST,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARKANSAS,UNITED STATES,,CORN,2013-09-12 12:27:34,SURVEY,,AREA HARVESTED,ANNUAL,00,,05,"CORN, GRAIN - ACRES HARVESTED",2013,AR,,CROPS,ALL PRODUCTION PRACTICES,"970,000",STATE,00000000,ARKANSAS,05
718,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,ACRES,,NOT SPECIFIED,,,,00,FIELD CROPS,,ARKANSAS,UNITED STATES,,CORN,2015-06-03 15:08:31,SURVEY,,AREA HARVESTED,ANNUAL,00,,05,"CORN, GRAIN - ACRES HARVESTED",2012,AR,,CROPS,ALL PRODUCTION PRACTICES,"695,000",STATE,00000000,ARKANSAS,05
