,auth_id,auth_title,ref_id,ref_title
713,258,Towards the neural population doctrine,2826,Performance-optimized hierarchical models predict neural responses in higher visual cortex
714,258,Towards the neural population doctrine,2820,Recurrent network models of sequence generation and memory
715,258,Towards the neural population doctrine,2817,From fixed points to chaos: three models of delayed discrimination
716,258,Towards the neural population doctrine,2815,A neural network that finds a naturalistic solution for the production of muscle activity
717,258,Towards the neural population doctrine,2814,Generating coherent patterns of activity from chaotic neural networks
718,258,Towards the neural population doctrine,2813,State-dependent computations: spatiotemporal processing in cortical networks
719,258,Towards the neural population doctrine,2809,"Large-scale, high-resolution comparison of the core visual object recognition behavior of humans, monkeys, and state-of-the-art deep artificial neural networks"
720,258,Towards the neural population doctrine,2803,Reward-based training of recurrent neural networks for cognitive and value-based tasks
721,258,Towards the neural population doctrine,2800,Biologically plausible learning in recurrent neural networks reproduces neural dynamics observed during cognitive tasks
722,258,Towards the neural population doctrine,2797,Deep neural networks in computational neuroscience
723,258,Towards the neural population doctrine,2792,Decoding neuronal firing and modelling neural networks
724,258,Towards the neural population doctrine,591,History-dependent variability in population dynamics during evidence accumulation in cortex
725,258,Towards the neural population doctrine,477,Context-dependent computation by recurrent dynamics in prefrontal cortex
726,258,Towards the neural population doctrine,2791,Optimal control of transient dynamics in balanced networks supports generation of complex movements
727,258,Towards the neural population doctrine,944,Different population dynamics in the supplementary motor area and motor cortex during reaching
728,258,Towards the neural population doctrine,2786,Mfc appwizard
729,258,Towards the neural population doctrine,2697,Histology of the nervous system of man and vertebrates
730,258,Towards the neural population doctrine,2700,Observations on the scratch-reflex in the spinal dog
731,258,Towards the neural population doctrine,2702,Summation and inhibition in the frog's retina
732,258,Towards the neural population doctrine,2703,From the neuron doctrine to neural networks
733,258,Towards the neural population doctrine,458,Why neurons mix: high dimensionality for higher cognition
734,258,Towards the neural population doctrine,2705,Barlow versus hebb: when is it time to abandon the notion of feature detectors and adopt the cell assembly as the unit of cognition?
735,258,Towards the neural population doctrine,2709,A logical calculus of the ideas immanent in nervous activity
736,258,Towards the neural population doctrine,2712,The organization of behavior
737,258,Towards the neural population doctrine,2714,Challenges and opportunities for large-scale electrophysiology with neuropixels probes
738,258,Towards the neural population doctrine,946,Neural data science: accelerating the experiment-analysis-theory cycle in large-scale neuroscience
739,258,Towards the neural population doctrine,1287,Dimensionality reduction for large-scale neural recordings
740,258,Towards the neural population doctrine,2717,How advances in neural recording affect data analysis
741,258,Towards the neural population doctrine,2718,Correlated neuronal discharge rate and its implications for psychophysical performance
742,258,Towards the neural population doctrine,2723,Information-limiting correlations
743,258,Towards the neural population doctrine,2725,The effect of correlated variability on the accuracy of a population code
744,258,Towards the neural population doctrine,2727,"Neural correlations, population coding and computation"
745,258,Towards the neural population doctrine,2729,Correlations and neuronal population information
746,258,Towards the neural population doctrine,2735,Learning and attention reveal a general relationship between population activity and behavior
747,258,Towards the neural population doctrine,2736,"Examine the effects of learning and attention on v4 neurons, and find that these two processes both cause the correlated variability of neurons to decrease. they use a population-based metric (percentage of variance explained in first principal component) to further quantify the decrease in correlated variability"
748,258,Towards the neural population doctrine,463,The importance of mixed selectivity in complex cognitive tasks
749,258,Towards the neural population doctrine,2738,Decision letter: phasic activation of ventral tegmental neurons increases response and pattern similarity in prefrontal cortex neurons
750,258,Towards the neural population doctrine,2741,Image segmentation with shape priors: explicit versus implicit representations
751,258,Towards the neural population doctrine,530,A category-free neural population supports evolving demands during decision-making
752,258,Towards the neural population doctrine,2745,How does the brain solve visual object recognition?
753,258,Towards the neural population doctrine,2748,Abstract context representations in primate amygdala and prefrontal cortex
754,258,Towards the neural population doctrine,2755,Representation of memories in the cortical–hippocampal system: results from the application of population similarity analyses
755,258,Towards the neural population doctrine,2757,"Functional, but not anatomical, separation of ''what'' and ''when'' in prefrontal cortex"
756,258,Towards the neural population doctrine,2759,Computing with neural circuits: a model
757,258,Towards the neural population doctrine,1473,Neural population dynamics during reaching
758,258,Towards the neural population doctrine,2762,Performance limitations in sensorimotor control: tradeoffs between neural computation and accuracy in tracking fast movements
759,258,Towards the neural population doctrine,1371,A dynamical basis set for generating reaches
760,258,Towards the neural population doctrine,1204,Nonlinear physically-based models for decoding motor-cortical population activity
761,258,Towards the neural population doctrine,2771,Motor cortex is an input-driven dynamical system controlling dexterous movement
762,258,Towards the neural population doctrine,2773,Cortical preparatory activity: representation of movement or first cog in a dynamical machine?
763,258,Towards the neural population doctrine,2776,Neural control of voluntary movement initiation
764,258,Towards the neural population doctrine,2778,Neural selection and control of visually guided eye movements
765,258,Towards the neural population doctrine,622,Cortical activity in the null space: permitting preparation without movement
766,258,Towards the neural population doctrine,996,Reorganization between preparatory and movement population responses in motor cortex
767,258,Towards the neural population doctrine,980,Behaviorally selective engagement of short-latency effector pathways by motor cortex
768,258,Towards the neural population doctrine,958,Motor cortex embeds muscle-like commands in an untangled population response
769,258,Towards the neural population doctrine,2780,9 probabilistically modeling and decoding neural population activity in motor cortex
770,258,Towards the neural population doctrine,2785,Flexible timing by temporal scaling of cortical responses
771,258,Towards the neural population doctrine,258,Towards the neural population doctrine
772,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,10372,Stan modeling language: user's guide and reference manual
773,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,10370,Sparse gaussian process classification with multiple classes
774,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,10368,Topics in computational bayesian statistics with applications to hierarchical models in astronomy and sociology
775,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,4793,Gpstu : bayesian modeling with gaussian processes
776,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,4792,Automatic di erentiation variational inference
777,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,2075,Distributed bayesian posterior sampling via moment sharing
778,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,2072,Variational message passing
779,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,2068,Fast approximate inference for arbitrarily large semiparametric regression models via message passing
780,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,2065,The multivariate split normal distribution and asymmetric principal components analysis
781,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,2061,Pareto smoothed importance sampling
782,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,2057,Gpstuff: bayesian modeling with gaussian processes
783,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,2054,Bayesian source localization with the multivariate laplace prior
784,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,2050,On improved estimation of normal precision matrix and discriminant coefficients
785,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,2046,The variational gaussian process
786,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,2044,Stan r&d: research and development expenditure in industry - isic rev. 4 (edition 2017)
787,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,2041,Predicting structured data
788,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,2037,Distributed bayesian inference using expectation propagation
789,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,2035,"Health hazard evaluation report: heta-99-0113-2853, university of california, berkeley, berkeley, california."
790,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,2032,Sparse linear models: variational approximate inference and bayesian experimental design
791,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,2030,Expectation propagation for exponential families
792,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,2027,Bayes and big data: the consensus monte carlo algorithm
793,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,2023,Sharing privacy-sensitive access to neuroimaging and genetics data: a review and preliminary validation
794,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,2017,Estimation of the precision matrix of multivariate kotz type model
795,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,2014,Gibbs sampling and hierarchical models
796,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,2013,Approximate bayesian inference for latent gaussian models by using integrated nested laplace approximations
797,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,2010,Nested expectation propagation for gaussian process classification with a multinomial probit likelihood
798,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,882,Gaussian processes for machine learning
799,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,2008,Hierarchical variational models
800,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,2006,"Fusion, propagation, and structuring in belief networks"
801,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,2004,Expectation consistent approximate inference
802,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,2003,Gaussian processes for classification: mean-field algorithms
803,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,2001,"Asymptotically exact, embarrassingly parallel mcmc"
804,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,1998,Aspects of multivariate statistical theory
805,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,1995,Expectation-propagation for the generative aspect model
806,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,1992,"Fitzgibbon, dr andrew william, (born 1968), principal researcher, microsoft research, cambridge, since 2005"
807,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,299,
808,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,1988,Expectation propagation for approximate bayesian inference
809,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,1986,A family of algorithms for approximate bayesian inference
810,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,1984,Stochastic expectation propagation
811,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,1983,Generating random correlation matrices based on vines and extended onion method
812,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,1979,Automatic differentiation variational inference
813,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,1976,Robust gaussian process regression with a student-t likelihood
814,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,1974,Stochastic variational inference
815,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,1969,Borrowing strength from external trials in a meta-analysis
816,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,1965,Approximate inference techniques with expectation constraints
817,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,1961,Expectation propagation for approximate inference in dynamic bayesian networks
818,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,1958,Network-based sparse bayesian classification
819,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,1953,Scalable gaussian process classification via expectation propagation
820,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,1950,Bayesian model averaging
821,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,1942,The diffuse galactic far-ultraviolet sky
822,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,1938,Elliptically contoured models in statistics and portfolio theory
823,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,1851,Bayesian posterior sampling via stochastic gradient fisher scoring
824,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,1854,Austerity in mcmc land: cutting the metropolis-hastings budget
825,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,1858,On markov chain monte carlo methods for tall data
826,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,1860,Expectation propagation for likelihood-free inference
827,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,1862,A general metric for riemannian manifold hamiltonian monte carlo
828,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,917,Preprint repository arxiv achieves milestone million uploads
829,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,1866,Estimation of the precision matrix of a multivariate elliptically contoured stable distribution
830,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,1869,On the strong convergence of the optimal linear shrinkage estimator for large dimensional covariance matrix
831,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,1872,Factor graph fragmentization of expectation propagation
832,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,1875,Marginal likelihood from the gibbs output
833,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,1879,Adaptive multiple importance sampling
834,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,1883,Properties of bethe free energies and message passing in gaussian models
835,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,1887,Approximate inference in latent gaussian-markov models from continuous time observations
836,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,1897,Large scale distributed deep networks
837,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,1900,Expectation propagation in the large data limit
838,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,1904,Bounding errors of expectation-propagation
839,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,1907,Sequential monte carlo samplers
840,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,1912,Meta-analysis of migraine headache treatments: combining information from heterogeneous designs
841,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,1915,The algorithmic foundations of differential privacy
842,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,1920,Sparse inverse covariance estimation with the graphical lasso
843,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,1923,Physiological pharmacokinetic analysis using population modeling and informative prior distributions
844,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,1927,A weakly informative default prior distribution for logistic and other regression models
845,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,1931,A general modeling framework using maximum likelihood methods
846,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,1934,Bayesian inference in econometric models using monte carlo integration
847,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data,985,Expectation propagation as a way of life: a framework for bayesian inference on partitioned data
848,3533,Nanophotonic media for artificial neural inference,3545,Deep learning with coherent nanophotonic circuits
849,3533,Nanophotonic media for artificial neural inference,3552,Trainable hardware for dynamical computing using error backpropagation through physical media
850,3533,Nanophotonic media for artificial neural inference,3557,Training of photonic neural networks through in situ backpropagation and gradient measurement
851,3533,Nanophotonic media for artificial neural inference,3563,Neural network implementation using self-lensing media
852,3533,Nanophotonic media for artificial neural inference,3568,Neuromorphic photonics
853,3533,Nanophotonic media for artificial neural inference,3577,Asp vision: optically computing the first layer of convolutional neural networks using angle sensitive pixels
854,3533,Nanophotonic media for artificial neural inference,3585,Reinforcement learning in a large-scale photonic recurrent neural network
855,3533,Nanophotonic media for artificial neural inference,3593,All-optical machine learning using diffractive deep neural networks
856,3533,Nanophotonic media for artificial neural inference,3594,Towards trainable media: using waves for neural network-style training
857,3533,Nanophotonic media for artificial neural inference,3600,Electrically driven single-cell photonic crystal laser
858,3533,Nanophotonic media for artificial neural inference,3604,Photonic crystals
859,3533,Nanophotonic media for artificial neural inference,3608,Optical metamaterials: fundamentals and applications
860,3533,Nanophotonic media for artificial neural inference,3614,An integrated-nanophotonics polarization beamsplitter with 2.4 × 2.4 μm2 footprint
861,3533,Nanophotonic media for artificial neural inference,3619,Fabrication-constrained nanophotonic inverse design
862,3533,Nanophotonic media for artificial neural inference,3621,Inverse design and demonstration of a compact on-chip narrowband three-channel wavelength demultiplexer
863,3533,Nanophotonic media for artificial neural inference,3624,Rectified linear units improve restricted boltzmann machines
864,3533,Nanophotonic media for artificial neural inference,3627,Maxwellfdfd webpage
865,3533,Nanophotonic media for artificial neural inference,3632,Optical neural networks
866,3533,Nanophotonic media for artificial neural inference,3639,Gated orthogonal recurrent units: on learning to forget
867,3533,Nanophotonic media for artificial neural inference,3641,Adjoint method and inverse design for nonlinear nanophotonic devices
868,3533,Nanophotonic media for artificial neural inference,3645,Binarized neural networks: training deep neural networks with weights and activations constrained to+ 1 or-1
869,3533,Nanophotonic media for artificial neural inference,3651,Distance regularized level set evolution and its application to image segmentation
870,3533,Nanophotonic media for artificial neural inference,3653,Random search for hyper-parameter optimization
871,3533,Nanophotonic media for artificial neural inference,2934,Bayesian policy gradient algorithms
872,3533,Nanophotonic media for artificial neural inference,3656,Chained boosting
873,3533,Nanophotonic media for artificial neural inference,3664,Laser written waveguide photonic quantum circuits
874,3533,Nanophotonic media for artificial neural inference,3666,All linear optical devices are mode converters
875,3533,Nanophotonic media for artificial neural inference,3533,Nanophotonic media for artificial neural inference
876,3739,The medical deconfounder: assessing treatment effects with electronic health records,11727,The effect in humans of extracellular ph change on the relationship between serum potassium concentration and intracellular potassium 1
877,3739,The medical deconfounder: assessing treatment effects with electronic health records,4052,"Impact of serum acetaminophen concentration on changes in serum potassium, creatinine and urea concentrations among patients with acetaminophen overdose"
878,3739,The medical deconfounder: assessing treatment effects with electronic health records,4046,Using propensity score subclassification for multiple treatment doses to evaluate a national antidrug media campaign
879,3739,The medical deconfounder: assessing treatment effects with electronic health records,4041,Piperacillin-tazobactam-induced hypokalemia and metabolic alkalosis
880,3739,The medical deconfounder: assessing treatment effects with electronic health records,4037,"The blessings of multiple causes. arxiv e-prints, art"
881,3739,The medical deconfounder: assessing treatment effects with electronic health records,4035,Renal mechanism of trimethoprim-induced hyperkalemia
882,3739,The medical deconfounder: assessing treatment effects with electronic health records,4027,Probabilistic principal component analysis
883,3739,The medical deconfounder: assessing treatment effects with electronic health records,4024,Effect of acetaminophen on the accuracy of glucose measurements obtained with the glucowatch biographer
884,3739,The medical deconfounder: assessing treatment effects with electronic health records,4014,Use of primary care electronic medical record database in drug efficacy research on cardiovascular outcomes: comparison of database and randomised controlled trial findings
885,3739,The medical deconfounder: assessing treatment effects with electronic health records,4010,Insulin therapy for type 2 diabetes
886,3739,The medical deconfounder: assessing treatment effects with electronic health records,4005,An overview of randomization techniques: an unbiased assessment of outcome in clinical research
887,3739,The medical deconfounder: assessing treatment effects with electronic health records,4002,Furosemide
888,3739,The medical deconfounder: assessing treatment effects with electronic health records,3996,Significance of hba1c test in diagnosis and prognosis of diabetic patients
889,3739,The medical deconfounder: assessing treatment effects with electronic health records,3990,Empirical confidence interval calibration for population-level effect estimation studies in observational healthcare data
890,3739,The medical deconfounder: assessing treatment effects with electronic health records,3988,Bayesian non-negative matrix factorization
891,3739,The medical deconfounder: assessing treatment effects with electronic health records,3984,Limitations of the randomized controlled trial in evaluating population-based health interventions
892,3739,The medical deconfounder: assessing treatment effects with electronic health records,3978,Study of effect of amlodipine on blood sugar level
893,3739,The medical deconfounder: assessing treatment effects with electronic health records,3976,Causal inference using potential outcomes
894,3739,The medical deconfounder: assessing treatment effects with electronic health records,3974,Estimating causal effects of treatments in randomized and nonrandomized studies.
895,3739,The medical deconfounder: assessing treatment effects with electronic health records,3972,The central role of the propensity score in observational studies for causal effects
896,3739,The medical deconfounder: assessing treatment effects with electronic health records,3969,Metformin: an old but still the best treatment for type 2 diabetes
897,3739,The medical deconfounder: assessing treatment effects with electronic health records,3965,Monte carlo statistical methods
898,3739,The medical deconfounder: assessing treatment effects with electronic health records,3962,Simultaneously assessing intended and unintended treatment effects of multiple treatment options: a pragmatic “matrix design”
899,3739,The medical deconfounder: assessing treatment effects with electronic health records,3957,Deep exponential families
900,3739,The medical deconfounder: assessing treatment effects with electronic health records,3954,Black box variational inference
901,3739,The medical deconfounder: assessing treatment effects with electronic health records,3951,R: a language and environment for statistical computing
902,3739,The medical deconfounder: assessing treatment effects with electronic health records,3949,Piperacillin-induced magnesium and potassium loss in intensive care unit patients
903,3739,The medical deconfounder: assessing treatment effects with electronic health records,3945,"Adversarial balancing for causal inference. arxiv e-prints, art"
904,3739,The medical deconfounder: assessing treatment effects with electronic health records,3941,Adepedia-on-ohdsi: a next generation pharmacovigilance signal detection platform using the ohdsi common data model
905,3739,The medical deconfounder: assessing treatment effects with electronic health records,3933,Treatment and pathogenesis of acute hyperkalemia
906,3739,The medical deconfounder: assessing treatment effects with electronic health records,3926,Potassium-lowering effect of albuterol for hyperkalemia in renal failure
907,3739,The medical deconfounder: assessing treatment effects with electronic health records,3922,Treatment of hyperkalemia with a low-dose insulin protocol is effective and results in reduced hypoglycemia
908,3739,The medical deconfounder: assessing treatment effects with electronic health records,3915,A tutorial on propensity score estimation for multiple treatments using generalized boosted models
909,3739,The medical deconfounder: assessing treatment effects with electronic health records,3907,The effect of an instant hand sanitizer on blood glucose monitoring results
910,3739,The medical deconfounder: assessing treatment effects with electronic health records,3902,Causal inference in sensorimotor integration
911,3739,The medical deconfounder: assessing treatment effects with electronic health records,3898,Estimation of causal effects with multiple treatments: a review and new ideas
912,3739,The medical deconfounder: assessing treatment effects with electronic health records,3894,Methodological variations in lagged regression for detecting physiologic drug effects in ehr data
913,3739,The medical deconfounder: assessing treatment effects with electronic health records,3890,Electrolyte and acid-base disturbances induced by clacineurin inhibitors
914,3739,The medical deconfounder: assessing treatment effects with electronic health records,299,
915,3739,The medical deconfounder: assessing treatment effects with electronic health records,3886,Identification and estimation of causal effects of multiple treatments under the conditional independence assumption
916,3739,The medical deconfounder: assessing treatment effects with electronic health records,1979,Automatic differentiation variational inference
917,3739,The medical deconfounder: assessing treatment effects with electronic health records,3741,Treatment of severe hyperkalemia: confronting 4 fallacies
918,3739,The medical deconfounder: assessing treatment effects with electronic health records,3749,Trimethoprim-sulfamethoxazole–induced hyperkalemia in patients receiving inhibitors of the renin-angiotensin system
919,3739,The medical deconfounder: assessing treatment effects with electronic health records,3755,Effectiveness of sodium polystyrene sulfonate for short-term treatment of hyperkalemia
920,3739,The medical deconfounder: assessing treatment effects with electronic health records,3760,Time series deconfounder: estimating treatment effects over time in the presence of hidden confounders. arxiv e-prints
921,3739,The medical deconfounder: assessing treatment effects with electronic health records,2544,Variational methods for the dirichlet process
922,3739,The medical deconfounder: assessing treatment effects with electronic health records,2179,Variational inference: a review for statisticians
923,3739,The medical deconfounder: assessing treatment effects with electronic health records,3766,The effect in humans of extracellular ph change on the relationship between serum potassium concentration and intracellular potassium
924,3739,The medical deconfounder: assessing treatment effects with electronic health records,3776,Randomized clinical trials
925,3739,The medical deconfounder: assessing treatment effects with electronic health records,3780,Stan: a probabilistic programming language
926,3739,The medical deconfounder: assessing treatment effects with electronic health records,3785,"Randomized, controlled trials, observational studies, and the hierarchy of research designs"
927,3739,The medical deconfounder: assessing treatment effects with electronic health records,3798,Impact of abdominal obesity on incidence of adverse metabolic effects associated with antihypertensive medications
928,3739,The medical deconfounder: assessing treatment effects with electronic health records,3802,Understanding and misunderstanding randomized controlled trials
929,3739,The medical deconfounder: assessing treatment effects with electronic health records,3807,Effect of alcohol swabbing on capillary blood glucose measurements
930,3739,The medical deconfounder: assessing treatment effects with electronic health records,3820,"Effects of calcium channel blockers on glucose tolerance, inflammatory state, and circulating progenitor cells in non-diabetic patients with essential hypertension: a comparative study between azelnidipine and amlodipine on glucose tolerance and endothelial function - a crossover trial (agent)"
931,3739,The medical deconfounder: assessing treatment effects with electronic health records,3823,Posterior predictive assessment of model fitness via realized discrepancies
932,3739,The medical deconfounder: assessing treatment effects with electronic health records,3827,Scalable recommendation with hierarchical poisson factorization
933,3739,The medical deconfounder: assessing treatment effects with electronic health records,3834,Hypertension and antihypertensive therapy as risk factors for type 2 diabetes mellitus
934,3739,The medical deconfounder: assessing treatment effects with electronic health records,3836,Toward accounting for hidden common causes when inferring cause and effect from observational data
935,3739,The medical deconfounder: assessing treatment effects with electronic health records,3840,Causal inference. chapman & hall/crc monographs on statistics & applied probab
936,3739,The medical deconfounder: assessing treatment effects with electronic health records,3847,Quantifying the effect of metformin treatment and dose on glycemic control
937,3739,The medical deconfounder: assessing treatment effects with electronic health records,3863,Characterizing treatment pathways at scale using the ohdsi network
938,3739,The medical deconfounder: assessing treatment effects with electronic health records,3867,Electrolytes imbalance: a rare side effect of piperacillin/ tazobactam therapy
939,3739,The medical deconfounder: assessing treatment effects with electronic health records,3871,Causal inference with general treatment regimes
940,3739,The medical deconfounder: assessing treatment effects with electronic health records,3873,"Causal inference for statistics, social, and biomedical sciences"
941,3739,The medical deconfounder: assessing treatment effects with electronic health records,2382,An introduction to variational methods for graphical models
942,3739,The medical deconfounder: assessing treatment effects with electronic health records,917,Preprint repository arxiv achieves milestone million uploads
943,3739,The medical deconfounder: assessing treatment effects with electronic health records,3883,Atorvastatin causes insulin resistance and increases ambient glycemia in hypercholesterolemic patients
944,3739,The medical deconfounder: assessing treatment effects with electronic health records,3739,The medical deconfounder: assessing treatment effects with electronic health records
945,4054,"Rank-normalization, folding, and localization: an improved r for assessing convergence of mcmc *",4162,Testing statistical hypotheses of equivalence and noninferiority
946,4054,"Rank-normalization, folding, and localization: an improved r for assessing convergence of mcmc *",4160,"Rank-normalization, folding, and localization: an improved r for assessing convergence of mcmc. supplementary material"
947,4054,"Rank-normalization, folding, and localization: an improved r for assessing convergence of mcmc *",4158,Revisiting the gelman-rubin diagnostic
948,4054,"Rank-normalization, folding, and localization: an improved r for assessing convergence of mcmc *",4154,Readers' guide
949,4054,"Rank-normalization, folding, and localization: an improved r for assessing convergence of mcmc *",4152,Rstanarm: bayesian applied regression modeling via stan. r package version 2.17.4
950,4054,"Rank-normalization, folding, and localization: an improved r for assessing convergence of mcmc *",4150,Bayesian inference in threshold models using gibbs sampling
951,4054,"Rank-normalization, folding, and localization: an improved r for assessing convergence of mcmc *",4144,Probabilistic programming in python using pymc3
952,4054,"Rank-normalization, folding, and localization: an improved r for assessing convergence of mcmc *",4140,"Rank-normalization, folding, and localization: an improved $\widehat{r}$ for assessing convergence of mcmc"
953,4054,"Rank-normalization, folding, and localization: an improved r for assessing convergence of mcmc *",299,
954,4054,"Rank-normalization, folding, and localization: an improved r for assessing convergence of mcmc *",3965,Monte carlo statistical methods
955,4054,"Rank-normalization, folding, and localization: an improved r for assessing convergence of mcmc *",4138,How many iterations in the gibbs sampler?
956,4054,"Rank-normalization, folding, and localization: an improved r for assessing convergence of mcmc *",4134,Coda: convergence diagnosis and output analysis for mcmc
957,4054,"Rank-normalization, folding, and localization: an improved r for assessing convergence of mcmc *",4130,Jags: a program for analysis of bayesian graphical models using gibbs sampling
958,4054,"Rank-normalization, folding, and localization: an improved r for assessing convergence of mcmc *",4127,Mcmc convergence diagnostics: a review
959,4054,"Rank-normalization, folding, and localization: an improved r for assessing convergence of mcmc *",4124,"Winbugsa bayesian modelling framework: concepts, structure, and extensibility"
960,4054,"Rank-normalization, folding, and localization: an improved r for assessing convergence of mcmc *",4123,"The bugs project: evolution, critique and future directions"
961,4054,"Rank-normalization, folding, and localization: an improved r for assessing convergence of mcmc *",4117,The number of mcmc draws needed to compute bayesian credible bounds
962,4054,"Rank-normalization, folding, and localization: an improved r for assessing convergence of mcmc *",4113,Statistical considerations in the evaluation of climatic experiments with atmospheric general circulation models
963,4054,"Rank-normalization, folding, and localization: an improved r for assessing convergence of mcmc *",4110,Sequential imputations and bayesian missing data problems
964,4054,"Rank-normalization, folding, and localization: an improved r for assessing convergence of mcmc *",4106,New extension of the kalman filter to nonlinear systems
965,4054,"Rank-normalization, folding, and localization: an improved r for assessing convergence of mcmc *",4102,Unbiased markov chain monte carlo with couplings
966,4054,"Rank-normalization, folding, and localization: an improved r for assessing convergence of mcmc *",4098,The no-u-turn sampler: adaptively setting path lengths in hamiltonian monte carlo
967,4054,"Rank-normalization, folding, and localization: an improved r for assessing convergence of mcmc *",4097,Monte carlo sampling methods using markov chains and their applications
968,4054,"Rank-normalization, folding, and localization: an improved r for assessing convergence of mcmc *",4094,Introduction to markov chain monte carlo
969,4054,"Rank-normalization, folding, and localization: an improved r for assessing convergence of mcmc *",4093,Practical markov chain monte carlo
970,4054,"Rank-normalization, folding, and localization: an improved r for assessing convergence of mcmc *",4091,Inference from iterative simulation using multiple sequences
971,4054,"Rank-normalization, folding, and localization: an improved r for assessing convergence of mcmc *",2466,Bayesian data analysis
